Tag,Track,cluster
Andrea,Loud & Dirty - Tom Wax Remix,1
Laura,Before The Parade Passes By,3
Gianluca,Tu Príncipe,3
Erika,I Sat by the Ocean,0
Giuliana,Bring Em Out,4
Giuliana,With You,3
Erika,Miracle Man,0
Andrea,Gamma Ray,1
Erika,Hanginaround,3
Erika,I'll Be Your Man,3
Erika,Cowboys from Hell,3
Giuliana,MegaMan,4
Giuliana,Beware,3
Erika,Car Radio,0
Giuliana,Not Afraid,4
Gianluca,MIA,0
Giuliana,Tell Him,3
Giuliana,HYAENA,3
Giuliana,HIGHEST IN THE ROOM,0
Erika,Bullet With Butterfly Wings - Remastered 2012,1
Giuliana,Jesus Walks,4
Erika,Indestructible,3
Erika,Again,3
Gianluca,Me Rehúso,3
Erika,Pretty Noose,3
Giuliana,Die Trying,4
Giuliana,Hotline Bling,3
Andrea,Feuertiger,1
Erika,My Iron Lung,3
Giuliana,21 Questions,4
Erika,It's The End Of The World As We Know It (And I Feel Fine),3
Giuliana,No Idea,0
Andrea,Dark Clouds (feat. Heerhorst & Peter Pahn),1
Giuliana,Violent Crimes,4
Giuliana,Tunnel Vision,4
Erika,Ride The Wind,3
Erika,Fat Lip,3
Giuliana,Mistadobalina,0
Giuliana,Nothing Even Matters (feat. D'Angelo),0
Erika,Rotten Apple,0
Giuliana,The Nigga Ya Love To Hate,4
Erika,Personal Jesus - 2006 Remaster,3
Giuliana,Nice & Slow - Radio Version,0
Erika,Exit Music (For A Film),0
Giuliana,Wild Thoughts (feat. Rihanna & Bryson Tiller),3
Erika,Take No Prisoners - 2004 Remix,3
Erika,Even Flow,0
Giuliana,p r i d e . i s . t h e . d e v i l (with Lil Baby),4
Giuliana,Many Men (Wish Death),4
Erika,Bullet Proof ... I Wish I Was,2
Erika,Question!,0
Giuliana,The Rain (Supa Dupa Fly),4
Giuliana,Roll in Peace (feat. XXXTENTACION),0
Laura,Soft Snowy Memories,2
Erika,Never Had No One Ever - 2011 Remaster,0
Erika,Layla - Acoustic Live,0
Andrea,Jungle,0
Erika,Bohemian Rhapsody,0
Erika,Blow Up The Outside World,3
Erika,Evil,3
Giuliana,Party And Bullshit,4
Erika,Friends Will Be Friends - Remastered 2011,0
Giuliana,How I Could Just Kill a Man,3
Giuliana,Mourning,3
Gianluca,MOJABI GHOST,0
Laura,"21 Hungarian Dances, WoO 1 - Orchestral Version: Hungarian Dance No. 11 in D minor (Orchestral Version)",2
Erika,One,3
Erika,Ramblin' Man,3
Erika,I'll Be There For You,3
Giuliana,Top,4
Gianluca,Si Estuviésemos Juntos,0
Giuliana,20 Something,4
Giuliana,Yes Indeed,4
Erika,Graceland,3
Laura,Lida Rose/Will I Ever Tell You,2
Erika,Streets of Philadelphia - Single Edit,3
Erika,You Wreck Me,3
Erika,Let's Get Rocked,3
Erika,All In the Family (feat. Fred Durst),3
Giuliana,Do For Love,4
Erika,Invisible Touch - 2007 Remaster,3
Giuliana,MIDDLE CHILD,4
Erika,The Zephyr Song,3
Erika,Crazy Train,3
Gianluca,La Despedida,0
Giuliana,EARFQUAKE,3
Andrea,Numb (Techno),4
Giuliana,Cocoa Butter Kisses,0
Giuliana,NEW MAGIC WAND,0
Giuliana,"Run Tha Streetz (ft. Michel'le, Storm, Mutah)",0
Giuliana,Big Poppa - 2005 Remaster,0
Erika,Bring The Noise,3
Erika,Automatic Stop,3
Erika,Sail,1
Giuliana,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),4
Giuliana,How To Love,3
Giuliana,Forever,4
Giuliana,Can't Nobody Hold Me Down (feat. Mase),4
Giuliana,Praise God,3
Erika,Suicide Blonde,3
Erika,The Boy with the Thorn in His Side - 2011 Remaster,3
Erika,The Man Who Sold The World,0
Erika,God's Gonna Cut You Down,0
Giuliana,2 Phones,4
Erika,Pieces,3
Giuliana,Rebirth Of Slick (Cool Like Dat),0
Giuliana,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,0
Giuliana,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",4
Giuliana,Thinking with My Dick (feat. Juicy J),3
Giuliana,Window Shopper,0
Erika,The World I Know,3
Giuliana,Legend,3
Erika,Poison,0
Giuliana,r - Cali,4
Giuliana,In The Morning,4
Erika,Fight For Your Right,3
Erika,Estranged,3
Erika,Diamonds on the Soles of Her Shoes,3
Giuliana,Session 32,2
Andrea,Axis Mundi,1
Erika,Highway Tune,3
Erika,Halo - 2006 Remaster,0
Gianluca,Limbo,3
Giuliana,Halftime,0
Erika,American Idiot,3
Gianluca,Rompe,3
Erika,Policy of Truth - 2006 Remaster,3
Giuliana,Ric Flair Drip (with Metro Boomin),4
Erika,Right Now,0
Laura,Spring,1
Gianluca,Callaita,4
Giuliana,No Love (with SZA),0
Erika,I Hate Myself for Loving You,3
Giuliana,Blue World,4
Giuliana,Mr. Wendal,3
Giuliana,(Rock) Superstar (feat. Chino Moreno & Everlast),4
Giuliana,Pound Cake / Paris Morton Music 2,4
Erika,Sweet Child O' Mine,3
Giuliana,NO BYSTANDERS,3
Erika,Needles and Pins,3
Giuliana,Space Cadet (feat. Gunna),0
Erika,Enter Sandman (Remastered),0
Giuliana,Donald Trump,0
Andrea,Snap (Sped up),0
Giuliana,What's My Name,4
Giuliana,It Takes Two,3
Laura,Madame Butterfly: Coro a bocca chiusa (Humming Chorus),2
Erika,I'm Not Okay (I Promise),3
Giuliana,"I'll Be Missing You (feat. Faith Evans, 112)",3
Erika,All I Need,0
Erika,"Damage, Inc. (Remastered)",1
Giuliana,Love Language,0
Laura,Annie Get your Gun: Anything You Can Do,4
Erika,Knights of Cydonia,0
Giuliana,Ready (feat. Gunna),4
Erika,Bored,3
Laura,State Fair 1945: It Might As Well Be Spring,2
Erika,A Rush and a Push and the Land Is Ours - 2011 Remaster,3
Erika,My Own Prison,3
Erika,Aeroplane,3
Erika,Under the Bridge,3
Giuliana,Too Cool To Die,3
Giuliana,I Left My Wallet in El Segundo,4
Erika,Paper In Fire,3
Erika,All Fired Up,3
Giuliana,Colossus,4
Andrea,End Of The Year,1
Erika,A.D.I.D.A.S.,0
Andrea,Time's Running,1
Andrea,Rhythm Is A Dancer,4
Giuliana,Sparks Will Fly (feat. Jhené Aiko),0
Giuliana,Jazzy Belle,0
Andrea,You & Me - Flume Remix,0
Giuliana,Drop The World,4
Erika,War?,3
Giuliana,Champagne Poetry,4
Erika,Talk Dirty To Me,3
Giuliana,Who You Foolin,3
Laura,Easter Parade: Steppin' Out with My Baby,3
Erika,Twice As Hard,3
Erika,Stay Away,0
Giuliana,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",0
Giuliana,"GONE, GONE / THANK YOU",0
Giuliana,DOGTOOTH,4
Giuliana,Purple Pills,3
Giuliana,Feel Me Flow,0
Giuliana,I Like It,0
Giuliana,Headlines,0
Giuliana,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",4
Gianluca,La Jumpa,1
Giuliana,I Know You Got Soul,0
Giuliana,Hypnotize - 2007 Remaster,4
Giuliana,I Hate U,0
Erika,Cemetery Drive,0
Giuliana,Break from Toronto,3
Laura,White Orchid,2
Giuliana,Moment 4 Life,4
Erika,Leave Out All The Rest,3
Erika,It's My Life,0
Giuliana,Change,0
Giuliana,ATLiens,0
Erika,She Talks To Angels,3
Erika,Just,0
Laura,Annie Get your Gun: There's No Business Like Show Business,3
Giuliana,X (feat. Future),4
Andrea,Some Say (Techno),0
Erika,The Unforgiven (Remastered),3
Andrea,Feel Alive,1
Erika,Suite-Pee,3
Erika,Doll,2
Erika,Shame,3
Giuliana,On The Radar Freestyle,4
Erika,Hear You Me,3
Laura,En Sourdine,2
Erika,Nookie,3
Andrea,E.T. (Techno),4
Giuliana,Transportin',0
Giuliana,Beautiful,0
Erika,Never Let Me Down Again - 2006 Remaster,3
Erika,(Can't Get My) Head Around You,3
Giuliana,Keep Their Heads Ringin',0
Giuliana,TSU,4
Giuliana,Portland,4
Laura,Windmills,2
Erika,Longview,0
Erika,Ten Thousand Fists,3
Giuliana,SKELETONS,0
Giuliana,How We Do,0
Erika,All I Wanted,0
Erika,Disposable Heroes (Remastered),0
Andrea,Naraka,1
Giuliana,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",4
Giuliana,Silly Watch,4
Giuliana,Superhero (Heroes & Villains) [with Future & Chris Brown],0
Erika,Blackened (Remastered),0
Erika,Doing It All For My Baby,3
Erika,Idioteque,4
Erika,The Lost Art Of Keeping A Secret,3
Erika,Vampires Will Never Hurt You,0
Giuliana,Fight The Power,4
Erika,It Ain't Over 'Til It's Over,3
Giuliana,Into You (feat. Tamia),0
Giuliana,Hello (feat. A Boogie Wit da Hoodie),0
Giuliana,Big Brother,0
Giuliana,Run This Town,4
Erika,Jessica,3
Giuliana,"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",4
Giuliana,Mr. Rager,1
Giuliana,Love Scars,0
Erika,Soul to Squeeze,3
Giuliana,Suicidal (feat. Juice WRLD) - Remix,0
Andrea,Pluto Fever,1
Erika,Kids,3
Giuliana,Goodbyes (feat. Young Thug),3
Andrea,Overloaded,1
Giuliana,DUI,4
Erika,Domination,3
Giuliana,Senior Skip Day,4
Erika,N 2 Gether Now,4
Giuliana,Wake Up in the Sky,0
Giuliana,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),3
Giuliana,Mass Appeal,0
Laura,Ekin,2
Erika,Sad But True (Remastered),3
Gianluca,Creo en Ti,3
Andrea,Pressure,1
Giuliana,Superstar,0
Erika,Gypsy,3
Erika,First It Giveth,3
Giuliana,True Love,0
Giuliana,Drug Ballad,3
Erika,Ain't No Rest for the Wicked,3
Erika,Supermassive Black Hole,3
Erika,Instant Crush (feat. Julian Casablancas),0
Giuliana,Ass Like That,4
Erika,Jeremy,3
Laura,Dancing,0
Giuliana,Next To You (feat. Justin Bieber),3
Giuliana,Hot N*gga,4
Andrea,Notfall,1
Erika,Every Day Is Exactly The Same,3
Giuliana,Mama Cry,3
Erika,Something To Believe In - Remastered 2003,3
Giuliana,Never Let Me Down,4
Erika,Hotel California - 2013 Remaster,3
Giuliana,Lucid Dreams,0
Giuliana,RIP Luv,0
Erika,Got My Mind Set On You,3
Erika,Digital Love,1
Erika,Dead!,3
Erika,One Step Closer,3
Erika,Madness,3
Laura,"Tosca, SC 69 / Act 3: ""E lucevan le stelle""",2
Giuliana,Hurt Feelings,3
Giuliana,Love Is Only a Feeling,0
Erika,Mysterious Ways,3
Giuliana,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",4
Giuliana,PARASAIL (feat. Yung Lean & Dave Chappelle),2
Erika,My Songs Know What You Did In The Dark (Light Em Up),0
Giuliana,SIRENS,0
Erika,I Don't Want to Live Without You,3
Giuliana,Ten Crack Commandments - 2014 Remaster,4
Giuliana,Megan's Piano,3
Erika,My Head's in Mississippi,3
Giuliana,Day 'N' Nite (nightmare),0
Giuliana,Warm Up,3
Erika,You Make My Dreams (Come True),3
Giuliana,Mona Lisa (feat. Kendrick Lamar),3
Erika,Crazy Crazy Nights,3
Giuliana,Look Back at It,0
Giuliana,Lost In The World,0
Erika,All I Want Is You,3
Erika,Wish,1
Erika,Love Shack - Edit; 2019 Remaster,0
Erika,Jacob's Ladder,3
Giuliana,Ambition For Cash,0
Erika,Tougher Than the Rest,3
Andrea,All Of It,1
Erika,Marigold,0
Giuliana,Nothing on You,3
Erika,The Hollow,3
Giuliana,Prototype,3
Erika,Grand Theft Autumn / Where Is Your Boy,3
Laura,Try To Relax,2
Giuliana,Go To Sleep,4
Laura,Ripples,2
Erika,Dai the Flu,1
Giuliana,P.I.M.P.,4
Andrea,Dachlatte - Paul Seul Remix,1
Giuliana,"Bitch, Don’t Kill My Vibe",3
Andrea,Since 94,1
Erika,Call Me,0
Erika,Self Esteem,3
Erika,Big Yellow Taxi,3
Giuliana,OMG (feat. will.i.am),0
Erika,Nothing Else Matters (Remastered),0
Erika,Brass Monkey,4
Giuliana,Love Lockdown,1
Erika,Oceans,3
Laura,The Enchanted Garden (Il Giardino Incantato),2
Giuliana,151 Rum,3
Giuliana,What's Golden,0
Giuliana,Stop Breathing,4
Giuliana,Red Ruby Da Sleeze,4
Gianluca,PICARDÍA,3
Erika,What's My Age Again?,3
Andrea,Unbearable,1
Giuliana,Power Trip (feat. Miguel),4
Erika,Parabola,1
Giuliana,Confessions,3
Erika,Around the World,1
Giuliana,Broadway Girls (feat. Morgan Wallen),3
Laura,"Romeo and Juliet, Fantasy Overture - TH.42: Love Theme",2
Erika,Song For The Dead,1
Giuliana,SHAKE SUMN,0
Gianluca,Noche De Entierro,0
Erika,Come Together,0
Giuliana,Hand On the Pump,4
Giuliana,Stop Being Greedy,0
Andrea,Heat Wave,1
Erika,South Of Heaven,4
Giuliana,"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",4
Erika,Girls & Boys,0
Giuliana,U Remind Me,3
Erika,Hold on My Heart - 2007 Remaster,0
Gianluca,UNA NOCHE EN MEDELLÍN - REMIX,0
Erika,Scar Tissue,3
Erika,Wake Me up When September Ends,3
Erika,Days Like This,0
Giuliana,Wesley's Theory,4
Giuliana,Know Yourself,0
Erika,Last Kiss,3
Giuliana,B.O.B. - Bombs Over Baghdad,3
Erika,With You,4
Gianluca,Me Porto Bonito,0
Erika,World so Cold,3
Giuliana,Shirt,0
Erika,"Harder, Better, Faster, Stronger",0
Giuliana,Peaches & Eggplants (feat. 21 Savage),4
Giuliana,Good Life,4
Giuliana,Area Codes,4
Giuliana,In Da Club,4
Erika,Colorblind,2
Laura,Stabat Mater (Vivaldi),2
Laura,Lost Touch,2
Giuliana,Gossip Folks (feat. Ludacris),4
Giuliana,All Eyez On Me (ft. Big Syke),4
Giuliana,I Get Around,0
Giuliana,March Madness,4
Giuliana,Make No Sense,4
Erika,You Know You're Right,0
Giuliana,Throw Away,3
Giuliana,One Dance,3
Andrea,Under Control (feat. Hurts),3
Erika,"Give 'Em Hell, Kid",0
Giuliana,After Party,3
Giuliana,Blind,0
Giuliana,Wanksta,3
Giuliana,Natural Born Killaz,3
Giuliana,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",0
Erika,Good God,0
Erika,Moneytalks,3
Giuliana,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3
Erika,Breaking the Habit,0
Giuliana,Time for That,4
Andrea,Read All About It (Pt. III),0
Andrea,MEDICINE,1
Giuliana,23,3
Gianluca,Gasolina,3
Giuliana,Best Friend,4
Erika,Slow And Low,4
Erika,Pennies - Remastered 2012,1
Erika,Enjoy the Silence - Single Mix,0
Giuliana,JACKIE BROWN,3
Giuliana,Do What I Want,3
Giuliana,Juicy - 2005 Remaster,4
Erika,Wish You Were Here,3
Giuliana,Girls Need Love (with Drake) - Remix,0
Erika,DARE,0
Giuliana,Ambitionz Az A Ridah,4
Giuliana,I Need Love,4
Erika,Don't Go Away Mad (Just Go Away) - 2021 - Remaster,0
Giuliana,First Day Out,4
Erika,I Stay Away,3
Erika,Have I Told You Lately,3
Giuliana,Freestyle,0
Andrea,Young And Beautiful (Techno),0
Giuliana,Creepin' (with The Weeknd & 21 Savage),0
Laura,"Prélude in E minor, Op. 28, No. 4",2
Gianluca,Borro Cassette,0
Erika,Chop Suey!,0
Giuliana,The Percocet & Stripper Joint,1
Giuliana,1st of Tha Month,0
Erika,Hurt,0
Giuliana,Redemption,3
Erika,Dirty Harry,0
Giuliana,Too Good,3
Giuliana,Put On,0
Giuliana,Gin and Juice,4
Giuliana,All Falls Down,4
Giuliana,Hands On The Wheel,0
Erika,Sea Of Sorrow,3
Giuliana,Leray,3
Giuliana,High Fashion (feat. Mustard),0
Giuliana,Jaded,3
Erika,Freedom,3
Erika,Feel Good Inc.,3
Erika,Used To Love Her,3
Erika,Snuff,0
Gianluca,QUE PRETENDES,0
Giuliana,Take You Down,0
Giuliana,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",3
Giuliana,Airplanes (feat. Hayley Williams of Paramore),0
Andrea,Love Me,1
Giuliana,Just Lose It,3
Erika,Personal Jesus - Original Single Version,3
Giuliana,Bonfire,4
Erika,Fascination Street - 2010 Remaster,0
Erika,Numb,3
Erika,Sympathy For The Devil,4
Giuliana,Alright,4
Erika,Deer Dance,0
Giuliana,My Way,0
Giuliana,BEST INTEREST,0
Erika,Bleed American,0
Giuliana,Dope Love,3
Gianluca,Nadie Como Tu,0
Erika,Subterranean Homesick Alien,3
Erika,My Way,3
Erika,Stop The World I Wanna Get Off With You,0
Erika,She's Crafty,3
Giuliana,I Wonder,3
Laura,"Scriabin: 24 Preludes, Op. 11: No. 21 in B-Flat Major",2
Giuliana,Homicide (feat. Eminem),4
Erika,Hangar 18 - 2004 Remix,1
Erika,I Remember You,3
Erika,Check My Brain,3
Erika,Hush,1
Giuliana,Nothin' on You (feat. Bruno Mars),3
Erika,Disarm - 2011 Remaster,1
Giuliana,Shorty Wanna Be A Thug,0
Erika,Lake Of Fire,0
Giuliana,Bring The Noise,4
Giuliana,Ultralight Beam,4
Giuliana,The Motto,4
Giuliana,East 1999,0
Erika,All The Small Things,3
Andrea,Pulchra,1
Erika,Bleed The Freak,0
Gianluca,Tarot,0
Erika,Sober,3
Giuliana,That's All She Wrote,4
Erika,Angry Again,0
Giuliana,What You Know,3
Erika,Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,0
Erika,Just like Heaven,3
Gianluca,Guatauba,0
Giuliana,beibs in the trap,0
Andrea,I Need Your Love (feat. Ellie Goulding),3
Erika,Rhinoceros - Remastered 2011,1
Giuliana,U Don't Have to Call,3
Erika,Bitter Sweet Symphony - Remastered 2016,3
Giuliana,Fire Squad,4
Andrea,CHORMA,0
Erika,Super Charger Heaven,3
Giuliana,When I Grow Up,3
Andrea,Vois sur ton chemin - Techno Mix,0
Erika,Can't Stop,3
Erika,Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued,3
Giuliana,21,4
Giuliana,Houstatlantavegas,0
Erika,I'll Be Over You,3
Erika,A New Level,3
Giuliana,Shabba (feat. A$AP Rocky),3
Andrea,Old School,1
Erika,Clint Eastwood,0
Giuliana,Lucky You (feat. Joyner Lucas),4
Erika,In the End,0
Erika,Use Somebody,3
Erika,Dysentery Gary,3
Giuliana,Kevin’s Heart,4
Erika,The Devil in I,0
Giuliana,LOOOVE (feat. Kid Cudi),3
Giuliana,Unforgettable,3
Giuliana,Champion,4
Erika,I Started Something I Couldn't Finish - 2011 Remaster,0
Erika,What I've Done,3
Giuliana,Nobody's Perfect,0
Giuliana,Can I Kick It? - J. Cole Remix,4
Erika,BURN IT DOWN,0
Erika,Testify,3
Giuliana,Enter Galactic (Love Connection Part I),0
Giuliana,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3
Erika,I Don't Wanna Stop,3
Erika,Lounge Act,0
Andrea,Atmosferic,1
Gianluca,CÓMO SE SIENTE - Remix,0
Giuliana,You Know How We Do It,0
Giuliana,Doves In The Wind (feat. Kendrick Lamar),4
Erika,Body Movin' - Remastered 2009,3
Andrea,The Nights (Techno),3
Erika,Little Sister,3
Giuliana,Around The Way Girl,4
Laura,Traveling North (Version for Harp & Flute),2
Giuliana,Black Beatles,3
Gianluca,Te Boté - Remix,0
Erika,My Michelle,3
Giuliana,Coffin Nails,0
Erika,Spiderwebs,3
Erika,Heathens,0
Andrea,Disconnect Me,1
Giuliana,Flashing Lights,0
Giuliana,Pop That,3
Giuliana,Me And My Girlfriend,0
Erika,Been Caught Stealing,3
Andrea,Summertime Sadness - Techno,0
Giuliana,Drip Too Hard (Lil Baby & Gunna),4
Erika,So What'Cha Want - Remastered 2009,0
Erika,Na Na Na (Na Na Na Na Na Na Na Na Na),0
Erika,No Sleep Till Brooklyn,3
Giuliana,All My Life (feat. J. Cole),4
Erika,Thunderstruck,3
Erika,Climbing Up the Walls,0
Giuliana,No Hands (feat. Roscoe Dash & Wale),3
Erika,Zero - Remastered 2012,3
Erika,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",3
Giuliana,Righteous Minds,4
Giuliana,DUCKWORTH.,4
Andrea,Move Your Body To The Beat,1
Erika,Hella Good,3
Giuliana,Dance (A$$) Remix,4
Erika,Bullet In The Head,3
Giuliana,Flooded The Face,4
Erika,Y'all Want a Single,3
Erika,Heaven Knows I'm Miserable Now - 2011 Remaster,3
Laura,Reflections,2
Giuliana,CAN'T SAY,0
Giuliana,Conversations,3
Gianluca,MI EX TENÍA RAZÓN,0
Giuliana,Kiss Me Thru The Phone,3
Erika,The Middle,3
Erika,This Boy - Remastered 2009,3
Giuliana,My Advice 2 You,0
Erika,Twice As Hard,3
Giuliana,Street Lights,3
Giuliana,All I Have,3
Giuliana,Bandit (with YoungBoy Never Broke Again),4
Laura,'S Wonderful,2
Erika,Hero Of The Day,3
Erika,Dammit,3
Erika,Pardon Me,0
Erika,Say It Ain't So,3
Andrea,Bounce Back,1
Giuliana,PTSD,0
