Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Rich Spirit,Kendrick Lamar,0.428,0.852,0.421,2.28e-06,10,0.106,-9.153,0,0.208,95.977,4,0.457,Giuliana
El Incomprendido,Farruko,0.113,0.754,0.841,0.0,11,0.466,-3.19,1,0.135,128.019,4,0.541,Gianluca
El Perdedor,Maluma,0.425,0.702,0.73,1.25e-06,0,0.148,-5.173,0,0.099,173.967,4,0.879,Gianluca
Wasserklavier,David Arden,0.985,0.32,0.00157,0.0465,10,0.05,-43.77,0,0.0715,78.685,4,0.109,Laura
The Passenger,Iggy Pop,0.0947,0.498,0.889,1.62e-06,0,0.733,-5.413,1,0.0546,134.88,4,0.696,Erika
Burning Love - D-Block & S-te-Fan Remix,Critical Mass,0.0137,0.68,0.746,0.0623,10,0.0673,-4.212,0,0.107,75.0,4,0.451,Andrea
Báilame - Remix,Nacho,0.269,0.646,0.865,4.16e-06,6,0.11,-4.215,1,0.0983,191.954,4,0.762,Gianluca
Obama,Stoners,0.0575,0.526,0.647,0.0,0,0.794,-4.829,1,0.202,150.025,4,0.443,Giuliana
"The Beautiful Briny - From ""Bedknobs and Broomsticks""/Soundtrack Version",David Tomlinson,0.884,0.612,0.3,0.0,3,0.247,-12.414,1,0.0413,111.081,4,0.511,Laura
Tropicana,Mac 33,0.27,0.82,0.47,0.0,4,0.157,-10.003,0,0.224,89.995,4,0.56,Giuliana
Hangover,Gemitaiz,0.121,0.712,0.637,4.93e-05,1,0.113,-8.399,1,0.119,115.981,4,0.398,Giuliana
The Pretender,Foo Fighters,0.000917,0.433,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,4,0.365,Erika
Stairway to Heaven - Remaster,Led Zeppelin,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.197,Erika
“In My Own Little Corner”,Laura Osnes,0.913,0.504,0.233,2.71e-06,5,0.0818,-8.279,1,0.0445,72.539,4,0.232,Laura
Chasing Highs,Sonny Wern,0.0307,0.651,0.866,0.779,5,0.135,-9.167,0,0.0927,149.97,4,0.709,Andrea
Space Cadet (feat. Gunna),Metro Boomin,0.368,0.901,0.464,1.71e-05,5,0.238,-9.789,0,0.0645,109.004,4,0.638,Giuliana
PUMPED UP KICKS - HYPERTECHNO,HYPER DEMON,0.431,0.866,0.38,0.000731,11,0.116,-6.657,1,0.294,143.936,4,0.651,Andrea
BICHOTA,KAROL G,0.212,0.863,0.666,0.000493,1,0.103,-4.158,0,0.152,163.908,4,0.838,Gianluca
Jazzy Belle,Outkast,0.0178,0.878,0.65,0.0,11,0.0408,-8.08,0,0.252,92.03,4,0.101,Giuliana
Yonaguni,Bad Bunny,0.276,0.644,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,0.44,Gianluca
Quien Va a Frontiar,Ozuna,0.312,0.877,0.706,0.0,9,0.0933,-6.473,0,0.116,94.028,4,0.633,Gianluca
Beuk My Stride,ARENCI,0.00515,0.693,0.955,0.0199,9,0.143,-5.986,0,0.112,150.017,4,0.532,Andrea
SOÑAR,EARGASM GOD,0.00131,0.693,0.987,0.685,11,0.123,-5.372,1,0.045,159.986,4,0.79,Andrea
Violin Concerto No. 10 in G Major: Largo,Joseph Boulogne Chevalier de Saint-Georges,0.928,0.212,0.0517,0.639,2,0.112,-24.467,1,0.0525,185.678,3,0.152,Laura
What Is Love - Techno TikTok Remix,Aiden Music,0.0026,0.787,0.934,0.009,0,0.297,-4.687,1,0.0631,144.947,4,0.624,Andrea
"Morgen, Op. 27 No. 4 (Arr. Reger for Piano)",Richard Strauss,0.994,0.289,0.00164,0.956,7,0.0825,-37.003,1,0.0535,66.823,3,0.258,Laura
Lady,Sirona,0.00456,0.671,0.822,0.000523,2,0.269,-4.403,0,0.0366,123.977,4,0.22,Andrea
Se Acabó la Cuarentena,Jowell & Randy,0.00127,0.886,0.605,0.0167,6,0.0767,-4.311,1,0.109,122.052,4,0.646,Gianluca
She's A Rainbow,The Rolling Stones,0.467,0.464,0.824,0.018,10,0.33,-7.359,1,0.0374,109.298,4,0.539,Erika
Papercut,Linkin Park,0.00022,0.524,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661,Erika
Words Of '95 - Remastered,Painbringer,0.022,0.564,0.88,0.688,1,0.333,-7.082,0,0.0897,177.953,4,0.454,Andrea
"The Happiest Home in These Hills - From ""Pete's Dragon""/Soundtrack Version",Shelley Winters,0.735,0.637,0.29,0.0,7,0.0926,-16.002,1,0.0485,80.584,4,0.683,Laura
Party Up,DMX,0.0738,0.51,0.931,0.0,11,0.5,-3.302,1,0.347,201.936,4,0.53,Giuliana
She Is Corrupted,Nico Moreno,0.0519,0.74,0.956,0.824,11,0.0898,-5.725,1,0.133,138.028,3,0.0364,Andrea
Hard Knock Life (Ghetto Anthem),JAY-Z,0.0957,0.884,0.679,0.00209,10,0.0289,-5.857,0,0.282,76.993,4,0.591,Giuliana
Mayores,Becky G,0.145,0.745,0.836,0.00314,5,0.116,-4.336,0,0.0444,96.993,4,0.874,Gianluca
Fall In Love,Lilly Palmer,0.000443,0.596,0.963,0.872,7,0.285,-6.032,1,0.0806,137.004,4,0.148,Andrea
The Pain,Kyhoni,0.0338,0.377,0.633,0.0,10,0.336,-9.351,0,0.0482,92.232,3,0.61,Giuliana
"Scriabin: 24 Preludes, Op. 11: No. 21 in B-Flat Major",Alexander Scriabin,0.992,0.221,0.00193,0.956,3,0.0805,-43.209,1,0.0409,69.843,5,0.347,Laura
Voodoo Child (Slight Return),Jimi Hendrix,0.477,0.214,0.91,0.00833,8,0.0517,-6.662,1,0.389,175.549,4,0.448,Erika
Legacy,Deadly Guns,0.00156,0.516,0.946,0.0754,1,0.19,-2.008,1,0.11,100.005,4,0.158,Andrea
TOXIC (feat. Quavo),Carson Lueders,0.057,0.747,0.712,0.0,11,0.0885,-4.68,0,0.0539,153.966,3,0.969,Giuliana
Pantysito,Alejo,0.136,0.83,0.739,2.11e-06,7,0.162,-5.395,0,0.0627,97.993,4,0.631,Gianluca
Sábado Rebelde,Daddy Yankee,0.11,0.771,0.905,7.51e-06,6,0.656,-3.268,0,0.155,163.981,4,0.858,Gianluca
El Farsante,Ozuna,0.2,0.735,0.703,0.0,6,0.259,-4.249,1,0.0611,120.007,4,0.323,Gianluca
L'eau calme,Dan Evmark,0.976,0.185,0.286,0.859,4,0.0956,-12.829,0,0.0359,84.085,1,0.0376,Laura
Fine Night,Cloonee,0.173,0.808,0.515,0.000981,1,0.079,-10.908,1,0.0357,127.968,4,0.316,Andrea
Callaita,Bad Bunny,0.6,0.61,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244,Gianluca
Diavla,Chris Viz,0.175,0.84,0.617,1.81e-05,5,0.202,-5.2,1,0.0698,100.001,4,0.659,Gianluca
“Impossible”,Victoria Clark,0.899,0.733,0.35,0.0,8,0.352,-7.849,1,0.165,117.7,4,0.709,Laura
It Was A Good Day,Ice Cube,0.33,0.798,0.744,0.000106,7,0.292,-5.328,0,0.136,82.356,4,0.794,Giuliana
Ay Vamos,J Balvin,0.157,0.718,0.711,5.54e-05,8,0.1,-5.746,0,0.11,173.916,4,0.92,Gianluca
District 8,FJAAK,0.0154,0.658,0.808,0.766,10,0.11,-6.792,0,0.182,138.212,4,0.202,Andrea
Everything In Its Right Place,Radiohead,0.705,0.296,0.463,0.0482,5,0.0954,-11.412,0,0.0449,123.943,5,0.0629,Erika
Die Trying,New Medicine,0.084,0.669,0.622,0.0,11,0.128,-5.156,0,0.0642,116.871,4,0.504,Erika
Volví,Aventura,0.422,0.725,0.86,0.000284,1,0.0674,-3.726,1,0.182,175.896,4,0.791,Gianluca
Greedy,Ezra Hazard,0.00339,0.467,0.887,0.0,8,0.363,-3.824,0,0.0376,134.995,4,0.395,Andrea
"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",Felix Mendelssohn,0.995,0.355,0.0164,0.926,3,0.0986,-28.659,1,0.0396,67.946,4,0.0922,Laura
Fortunate Son,Creedence Clearwater Revival,0.201,0.64,0.663,0.00806,0,0.152,-7.516,1,0.0374,132.77,4,0.663,Erika
"Danse Macabre, Op. 40, R.171",Camille Saint-Saëns,0.898,0.371,0.131,0.925,7,0.0847,-23.899,0,0.0422,106.872,4,0.0656,Laura
"There's Room for Everyone - From ""Pete's Dragon""/Soundtrack Version",Helen Reddy,0.755,0.349,0.238,0.0,3,0.0756,-13.372,1,0.0358,172.33,3,0.583,Laura
If Darkness Had a Son,Metallica,2.67e-05,0.478,0.939,0.00488,9,0.0511,-4.349,1,0.0443,123.391,4,0.396,Erika
Summertime Sadness,Martin Bravi,0.0918,0.616,0.947,0.0,4,0.799,-2.993,0,0.0319,150.085,4,0.682,Andrea
The Next Episode,Dr. Dre,0.0313,0.92,0.891,0.0,3,0.083,-2.398,0,0.253,95.295,4,0.311,Giuliana
Shake Ya Boom Boom,Static & Ben El,0.071,0.917,0.869,0.0,1,0.0623,-3.946,1,0.15,104.95,4,0.501,Gianluca
La Vierge / Scene 4: The Assumption: Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin),Jules Massenet,0.866,0.162,0.0888,0.378,7,0.115,-26.139,1,0.0358,81.612,4,0.0391,Laura
It's A Hard Life - Remastered 2011,Queen,0.422,0.42,0.599,0.0,3,0.159,-6.188,1,0.0291,82.336,4,0.299,Erika
If You Want to Die in Bed (Cadenza),Bournemouth Symphony Orchestra,0.975,0.334,0.169,0.619,6,0.293,-22.928,0,0.0547,80.524,4,0.0627,Laura
Malibu,Hole,0.000833,0.528,0.904,0.0,2,0.174,-5.854,1,0.0343,122.372,4,0.678,Erika
Kiss Me,Sixpence None The Richer,0.023,0.526,0.749,1.76e-06,3,0.0692,-6.964,1,0.0283,99.982,4,0.421,Erika
"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",Wolfgang Amadeus Mozart,0.98,0.0999,0.0241,0.766,2,0.0623,-25.651,1,0.0432,89.001,3,0.0396,Laura
Ni**as In Paris,JAY-Z,0.127,0.789,0.858,0.0,1,0.349,-5.542,1,0.311,140.022,4,0.775,Giuliana
If Only,Hanson,0.004,0.55,0.976,0.0,2,0.105,-3.677,1,0.0769,105.999,4,0.816,Erika
Senza Dio,Marracash,0.00469,0.566,0.668,0.0,11,0.0694,-7.119,0,0.259,179.976,4,0.439,Giuliana
Baila Morena,Lucenzo,0.0156,0.483,0.916,0.0,1,0.319,-3.728,1,0.144,129.79,4,0.721,Gianluca
Thank You - TikTok Edit,Max + Johann,0.211,0.669,0.831,0.0037,6,0.433,-7.566,0,0.364,136.327,4,0.37,Andrea
Caile,Luar La L,0.298,0.704,0.756,3.75e-06,0,0.0852,-4.948,1,0.448,121.737,3,0.461,Gianluca
LEJOS DEL CIELO,Rauw Alejandro,0.372,0.77,0.521,3.91e-05,7,0.3,-6.982,1,0.195,92.014,4,0.222,Gianluca
PTSD,G Herbo,0.0313,0.883,0.808,0.0,1,0.207,-3.158,0,0.182,119.01,4,0.806,Giuliana
Intoxicated - Hypertechno,Sunlike Brothers,0.00107,0.576,0.891,0.00227,0,0.0711,-5.244,1,0.0618,75.084,4,0.338,Andrea
fake love don't last (feat. iann dior),Machine Gun Kelly,0.0226,0.659,0.733,0.0,8,0.205,-4.878,1,0.0577,146.053,4,0.763,Erika
Pem Pem,Elettra Lamborghini,0.0156,0.773,0.891,0.00927,9,0.784,-4.907,0,0.0728,99.023,4,0.827,Gianluca
PUNTO 40,Rauw Alejandro,0.00112,0.857,0.829,0.015,0,0.255,-0.484,1,0.0842,106.993,4,0.208,Gianluca
Hold the Line,TOTO,0.00783,0.473,0.898,0.0618,6,0.173,-4.797,0,0.0561,96.556,4,0.808,Erika
1979 - Remastered 2012,The Smashing Pumpkins,0.0163,0.767,0.787,0.583,3,0.0513,-9.897,1,0.0331,126.879,4,0.964,Erika
REPEAT IT (with Gunna),Lil Tecca,0.0555,0.681,0.687,0.0,9,0.062,-7.612,1,0.332,108.641,3,0.588,Giuliana
ACID BALADE,Raik,0.0343,0.658,0.723,0.862,4,0.138,-10.411,0,0.0578,172.995,4,0.143,Andrea
Sometimes,Juice WRLD,0.0609,0.674,0.58,0.0,8,0.159,-4.866,1,0.0311,121.987,4,0.0759,Giuliana
Real Hip-Hop,Das EFX,0.0217,0.858,0.76,0.0,4,0.322,-7.895,0,0.254,93.082,4,0.951,Giuliana
Let There Be Rock,AC/DC,0.000209,0.332,0.725,0.607,11,0.0767,-5.809,0,0.116,182.364,4,0.422,Erika
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,0.417,0.715,0.62,0.0,1,0.0822,-6.005,0,0.0484,97.95,4,0.172,Giuliana
Poblado - Remix,J Balvin,0.102,0.813,0.809,1.37e-06,3,0.377,-5.382,0,0.0846,93.005,4,0.646,Gianluca
Otra Noche Mas,Mr. Jey,0.631,0.65,0.317,0.111,5,0.0931,-16.759,0,0.31,84.908,4,0.342,Giuliana
Tarot,Bad Bunny,0.0225,0.795,0.684,0.0,11,0.658,-3.971,0,0.0419,114.011,4,0.419,Gianluca
Jesus Walks,Kanye West,0.614,0.637,0.834,0.0,3,0.317,-4.686,0,0.323,87.312,4,0.715,Giuliana
Every Little Thing She Does Is Magic,The Police,0.121,0.558,0.768,0.0626,2,0.124,-9.997,1,0.0343,81.909,4,0.429,Erika
LALA,Myke Towers,0.0739,0.708,0.737,0.00162,1,0.0955,-4.045,1,0.0436,91.986,4,0.607,Gianluca
"Fauré: Pavane, Op. 50",Gabriel Fauré,0.957,0.0653,0.0359,0.944,6,0.128,-26.799,0,0.0421,62.105,4,0.0412,Laura
Magnifica Gente,Various Artists,0.589,0.535,0.59,0.0,9,0.337,-7.648,1,0.0426,200.08,4,0.678,Laura
KNIGHT CRAWLER (feat. Juice WRLD),Trippie Redd,0.0537,0.679,0.769,0.0,0,0.309,-3.539,1,0.24,130.094,4,0.424,Giuliana
Dreams,The Cranberries,0.00313,0.551,0.643,0.00385,4,0.421,-13.091,1,0.0353,128.661,4,0.514,Erika
Mars,Julian Jeweil,0.00018,0.683,0.936,0.656,4,0.155,-6.382,0,0.0556,124.996,4,0.0372,Andrea
Hustlin',Rick Ross,0.0848,0.502,0.652,0.0,9,0.0675,-7.224,1,0.3,136.08,4,0.648,Giuliana
Gnossienne No. 1,Erik Satie,0.996,0.376,0.00579,0.944,5,0.0882,-31.615,0,0.0576,71.827,4,0.0369,Laura
Ex-Girlfriend,No Doubt,0.0135,0.546,0.907,0.00232,4,0.169,-4.117,0,0.09,173.178,4,0.654,Erika
Patagonia Flow,Dregottheblues,0.713,0.68,0.606,0.0,7,0.109,-7.416,0,0.314,124.837,4,0.386,Giuliana
Ojitos Lindos,Bad Bunny,0.08,0.647,0.686,1.34e-06,3,0.528,-5.745,0,0.0413,79.928,4,0.268,Gianluca
Walk Of Life - Remastered 1996,Dire Straits,0.381,0.461,0.915,0.000359,4,0.13,-8.524,1,0.0899,172.348,4,0.777,Erika
Get Ur Freak On,Missy Elliott,0.533,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,4,0.74,Giuliana
Ouverture (feat. Nils Wanderer),Peter Plate,0.897,0.225,0.203,0.996,0,0.0967,-11.921,0,0.0329,75.244,3,0.0393,Laura
Keith Moon,Axos,0.327,0.641,0.593,1.15e-05,9,0.069,-8.129,1,0.411,148.049,4,0.187,Giuliana
DESPECHÁ,ROSALÍA,0.184,0.919,0.623,1.63e-05,7,0.0609,-6.521,1,0.0992,130.037,4,0.775,Gianluca
Creepin',SP3CTRUM,0.0345,0.677,0.966,0.000436,1,0.163,-5.301,0,0.0532,139.896,4,0.593,Andrea
Free Ukraine - Original Mix,Demon Noise,0.000534,0.622,0.955,0.807,9,0.13,-5.529,1,0.0716,132.008,4,0.0379,Andrea
Up,Malik Yanis,0.00308,0.892,0.553,0.0,1,0.0583,-8.818,1,0.327,139.998,4,0.312,Giuliana
Haben wir noch Pepps?,j1mbo,0.0178,0.751,0.68,0.611,1,0.131,-3.968,1,0.0438,128.023,4,0.43,Andrea
Not Finished,Lil Baby,0.0123,0.785,0.524,0.0,1,0.365,-7.004,1,0.122,142.007,4,0.0855,Giuliana
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,0.125,0.443,0.579,0.0,6,0.284,-6.517,0,0.187,83.827,4,0.256,Giuliana
Alive,Pearl Jam,0.00752,0.284,0.875,0.000461,11,0.402,-6.069,0,0.0422,75.009,4,0.595,Erika
Come On Eileen,Dexys Midnight Runners,0.664,0.45,0.656,3.02e-06,2,0.259,-7.049,1,0.0472,106.61,4,0.782,Erika
And the Cradle Will Rock... - 2015 Remaster,Van Halen,0.189,0.509,0.928,1.41e-06,2,0.269,-5.833,1,0.0329,107.921,4,0.736,Erika
"Goldberg Variations, BWV 988: Aria da capo",Johann Sebastian Bach,0.995,0.436,0.00518,0.932,7,0.0788,-36.593,1,0.067,135.286,5,0.275,Laura
In Real Life,RuudAwakening,0.151,0.827,0.486,0.0,8,0.64,-9.381,1,0.51,135.951,4,0.293,Giuliana
Se Preparó,Ozuna,0.222,0.739,0.821,9.6e-06,1,0.311,-4.233,1,0.0852,171.077,4,0.693,Gianluca
Yes Indeed,Lil Baby,0.0355,0.963,0.346,0.0,5,0.108,-9.309,0,0.53,119.957,4,0.562,Giuliana
VENTE CONMIGO,Pina,0.178,0.669,0.805,4.25e-05,4,0.12,-5.434,0,0.236,179.93,4,0.272,Gianluca
INFERNO,Hacky,0.257,0.7,0.66,0.0236,5,0.11,-6.995,1,0.0407,99.991,4,0.157,Gianluca
Stuck In A Moment You Can't Get Out Of,U2,0.407,0.526,0.665,0.000271,4,0.169,-4.997,1,0.0243,158.493,4,0.285,Erika
PARA' - feat. Tedua,Bresh,0.18,0.749,0.653,0.0,1,0.0812,-8.404,1,0.107,140.926,4,0.682,Giuliana
Dream On,Aerosmith,0.397,0.392,0.476,0.000163,1,0.309,-7.583,1,0.0249,78.031,4,0.234,Erika
Laff Now Cry Later,Declaime,0.311,0.666,0.549,0.0,11,0.35,-10.736,0,0.575,90.011,4,0.668,Giuliana
Dembow y Reggaeton,El Alfa,0.309,0.881,0.924,0.0168,5,0.303,-1.065,1,0.0701,117.025,4,0.71,Gianluca
Orestes,A Perfect Circle,0.00048,0.456,0.847,0.0437,6,0.0844,-6.386,0,0.034,147.911,3,0.299,Erika
Cupido (with Khea & Duki feat. Quavo & Elettra Lamborghini) - RMX,Sfera Ebbasta,0.0637,0.793,0.683,0.0,4,0.113,-4.661,0,0.0371,120.021,4,0.432,Gianluca
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,0.0103,0.686,0.897,0.103,11,0.153,-7.18,0,0.0386,129.975,4,0.355,Giuliana
"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,0.993,0.335,0.00501,0.919,1,0.0618,-33.366,1,0.0451,132.085,3,0.0383,Laura
Sex on Fire,Kings of Leon,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374,Erika
Te Robaré,Nicky Jam,0.241,0.673,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797,Gianluca
"Jolly Holiday - From ""Mary Poppins""/Soundtrack Version",Dick Van Dyke,0.731,0.498,0.229,0.0,10,0.128,-17.57,1,0.14,110.582,4,0.587,Laura
Me Llamas (feat. Maluma) - Remix,Piso 21,0.547,0.76,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,4,0.745,Gianluca
Ajere,Sal Da Vinci,0.681,0.401,0.343,0.0,0,0.0895,-10.55,1,0.0351,139.034,4,0.128,Laura
Rosa Parks,Outkast,0.105,0.792,0.701,0.0,6,0.761,-7.198,0,0.283,103.89,4,0.251,Giuliana
My Happiness,Powderfinger,0.00163,0.445,0.823,0.0,0,0.43,-5.415,1,0.0302,85.935,4,0.487,Erika
Mujeriego,Ryan Castro,0.0628,0.758,0.621,0.0,9,0.0809,-8.033,1,0.125,79.949,4,0.92,Gianluca
Word Iz Life,Poor Righteous Teachers,0.0175,0.738,0.88,0.0604,10,0.087,-5.364,0,0.316,86.99,4,0.771,Giuliana
Tal Vez,Paulo Londra,0.25,0.855,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741,Gianluca
A Sky Full Of Stars (Techno),Way 2 Hard,0.302,0.709,0.642,0.000509,6,0.197,-8.5,1,0.0619,138.988,4,0.483,Andrea
In a Landscape,John Cage,0.994,0.202,0.0048,0.938,10,0.0772,-37.422,1,0.0397,68.527,4,0.195,Laura
hurting in hershey,Tommy Boi,0.113,0.757,0.585,0.0,7,0.0828,-8.9,0,0.108,85.009,4,0.374,Giuliana
Suck My Dick,Axel Rozack,0.0377,0.883,0.828,1.87e-06,7,0.0425,-6.297,1,0.11,99.98,4,0.63,Giuliana
"Brahms: Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso (Quasi Andantino) [Live]",Johannes Brahms,0.971,0.252,0.084,0.892,0,0.0971,-23.842,1,0.0469,96.538,4,0.186,Laura
TO' ESTO ES TUYO,NATTI NATASHA,0.00111,0.754,0.789,0.266,11,0.0653,-4.812,0,0.0439,126.036,4,0.331,Gianluca
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Pyotr Ilyich Tchaikovsky,0.925,0.241,0.122,0.66,7,0.126,-22.411,1,0.0497,66.325,4,0.187,Laura
California Breeze,Lil Baby,0.00361,0.738,0.666,0.0,5,0.107,-6.97,0,0.455,161.734,4,0.215,Giuliana
Damage,Vini Vici,0.0188,0.641,0.98,0.0458,7,0.125,-5.561,1,0.0996,138.027,4,0.199,Andrea
Delincuente,Tokischa,0.0576,0.798,0.71,0.025,2,0.4,-3.39,1,0.0973,97.875,4,0.662,Gianluca
Toro (I Hate Models Speed Up Revival Edit of Andre VII RMX),El Columpio Asesino,0.000531,0.722,0.849,0.373,6,0.0741,-6.025,0,0.088,150.006,4,0.252,Andrea
3 Pieces in Old Style: No. 1. Aria,Krzysztof Penderecki,0.867,0.153,0.0398,0.965,7,0.114,-31.174,0,0.0432,85.367,4,0.0373,Laura
Dare You To Move,Switchfoot,0.00573,0.426,0.881,0.0693,4,0.389,-4.526,1,0.0404,139.986,4,0.259,Erika
Private Landing (feat. Justin Bieber & Future),Don Toliver,0.0846,0.843,0.669,1.28e-05,1,0.105,-4.105,0,0.0639,136.979,4,0.435,Giuliana
"Concerto en ré mineur, BWV 974: II. Adagio",Johann Sebastian Bach,0.992,0.354,0.0322,0.955,2,0.104,-27.492,0,0.0435,67.872,4,0.0638,Laura
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.0609,0.854,0.569,0.0816,5,0.1,-8.151,0,0.106,80.015,4,0.294,Giuliana
El Boom,Chimbala,0.529,0.866,0.841,0.000331,4,0.0514,-2.591,1,0.0401,127.994,4,0.935,Gianluca
What It Dont(lil Nigga),DJ Craig da GEE,0.0672,0.829,0.691,0.000104,11,0.089,-9.119,0,0.177,121.983,4,0.403,Giuliana
Grain Moon,Olivia Belli,0.91,0.151,0.00818,0.898,3,0.101,-33.936,0,0.0367,70.092,4,0.0353,Laura
Le Musicien,Damjan Krajacic,0.993,0.318,0.0459,0.943,7,0.0889,-17.174,0,0.0484,163.776,4,0.0926,Laura
Charged Up,A1 Rico,0.168,0.675,0.539,2.29e-06,8,0.121,-9.117,1,0.327,91.818,4,0.176,Giuliana
Push Up - Original Mix,Creeds,0.0509,0.714,0.917,0.823,7,0.0725,-6.649,1,0.0869,160.057,4,0.579,Andrea
"Il fantasma dell'opera (da ""Il fantasma dell'opera"")",Andrea Vassalini,0.2,0.312,0.482,3.89e-05,0,0.113,-10.359,0,0.0656,122.595,4,0.153,Laura
xTc - Original Mix,T78,0.00449,0.811,0.956,0.812,11,0.218,-6.634,1,0.0575,134.989,4,0.0919,Andrea
Ja̋gger,S.u.g.a.r8 sk,0.188,0.797,0.494,4.53e-06,1,0.121,-11.557,0,0.178,95.022,4,0.592,Gianluca
Hell on Earth (Front Lines),Mobb Deep,0.275,0.875,0.658,0.0,0,0.122,-3.641,1,0.359,92.038,4,0.661,Giuliana
Brandy,NKEKO,0.238,0.776,0.404,0.0,4,0.0824,-6.783,0,0.0918,92.024,4,0.733,Giuliana
BESO,ROSALÍA,0.736,0.768,0.644,0.000837,5,0.173,-6.671,0,0.136,95.05,4,0.53,Gianluca
All The Stars (with SZA),Kendrick Lamar,0.0605,0.698,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552,Giuliana
Efecto,Bad Bunny,0.141,0.801,0.475,1.73e-05,7,0.0639,-8.797,0,0.0516,98.047,4,0.234,Gianluca
Come Together - Remastered 2009,The Beatles,0.0302,0.533,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187,Erika
"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,0.991,0.334,0.00732,0.952,4,0.0968,-30.908,0,0.0355,60.171,4,0.0964,Laura
Passion Whine,Farruko,0.327,0.756,0.689,0.0,10,0.0586,-3.87,0,0.0648,162.006,4,0.782,Gianluca
REEL IT IN,Aminé,0.073,0.754,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423,Giuliana
Yesterday - Remastered 2009,The Beatles,0.879,0.332,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315,Erika
Bag Talk,Polo G,0.0276,0.585,0.596,0.0,1,0.111,-5.677,1,0.353,157.957,4,0.148,Giuliana
LOKERA,Rauw Alejandro,0.21,0.834,0.828,5.91e-06,11,0.103,-2.657,0,0.0452,102.019,4,0.58,Gianluca
Sofi - Remix,Samueliyo Baby,0.0193,0.734,0.799,0.0,0,0.326,-5.131,1,0.096,99.957,4,0.362,Gianluca
Merry Christmas Mr. Lawrence (Arr. Metcalfe),Jess Gillam,0.984,0.339,0.0592,0.863,10,0.12,-17.647,0,0.0373,105.908,4,0.198,Laura
"Sister Suffragette - From ""Mary Poppins""/Soundtrack Version",Glynis Johns,0.615,0.615,0.19,0.0,0,0.345,-16.095,1,0.189,125.848,4,0.645,Laura
Beggin' (feat. Reznikov) - HYPERTECHNO EDIT,HAWK.,0.0109,0.657,0.845,5.34e-05,11,0.132,-6.28,0,0.0999,142.047,4,0.422,Andrea
Lonely Boy,The Black Keys,0.00417,0.356,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.607,Erika
Quiere Beber,Anuel AA,0.372,0.773,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,4,0.772,Gianluca
Metro,Kevin de Vries,0.000968,0.633,0.961,0.808,4,0.145,-3.975,0,0.0503,125.033,4,0.0433,Andrea
Get Low,Lil Jon & The East Side Boyz,0.0297,0.771,0.621,0.0,1,0.124,-7.453,1,0.0376,101.007,4,0.154,Giuliana
The Seed (2.0),The Roots,0.039,0.758,0.957,0.0,7,0.133,-2.281,1,0.0357,111.121,4,0.966,Giuliana
Lollipop,FOVOS,0.0324,0.894,0.625,0.835,2,0.31,-8.412,1,0.0926,140.034,4,0.0682,Andrea
Last Friday Night (Techno),Hyper Kenzo,0.0227,0.779,0.887,5.14e-06,6,0.451,-7.726,1,0.203,149.987,4,0.733,Andrea
LET GO,Central Cee,0.859,0.735,0.449,0.0,2,0.213,-9.933,0,0.383,146.016,4,0.514,Giuliana
In Da Club,50 Cent,0.255,0.899,0.713,0.0,6,0.0708,-2.752,0,0.366,90.051,4,0.777,Giuliana
Ready or Not,ULTIMO,0.000152,0.617,0.993,0.885,11,0.112,-6.421,0,0.132,154.986,4,0.0809,Andrea
